,Univ (i),Univ(j),Papers,Distance (ij),No Projects,Contribution Horizon,Web Of Science Name,Country,City,Nuts CODE,geolocation,No of WoS Papers (total),No of WoS Papers (2014-2020),No of WoS Papers (2021-2024),"Language (slav -1, other - 0)",Number of students enrolled in a year,Erasmus outgoing mobilities,Erasmus incoming mobilities,Erasmus total mobilities,"Position in International rankings (high 1, low 0)",avg contrib per project,contrib horizon % of total,,var1,var2,var3,var4,var5,var6,var7,var8,var9
58,Poznan University of Medical Sciences,Alexandru Ioan Cuza University,0,"1258,9",9,1177769.69,Alexandru Ioan Cuza University,RO,Iasi,RO213,"47.1748687,27.5712428965192",16618,3015,3015,0,40000,5150,1985,7135,0,130863.2989,0.165090548,,,,,,,,,,
59,Poznan University of Medical Sciences,West University of Timisoara,0,"1215,5",9,1120190.63,West University of Timisoara,RO,Timisoara,RO424,"45.7476982,21.2283814",7740,3244,1698,0,13805,2344,1630,3974,0,124465.6256,0.157019565,,,,,,,,,,
60,Poznan University of Medical Sciences,"George Emil Palade University of Medicine, Pharmacy, Science, & Technology of Targu Mures",7,"1232,9",2,1030937.5,"George Emil Palade University of Medicine, Pharmacy, Science, & Technology of Targu Mures",RO,Targu Mures,RO125,"46.5549736,24.581610724795418",5919,3143,1309,0,11000,3803,382,4185,0,515468.75,0.144508759,,,,,,,,,,
61,Poznan University of Medical Sciences,University of Craiova,0,"1531,7",13,966062.58,University of Craiova,RO,Craiova,RO411,"44.3190159,23.7965614",8205,3246,1653,0,23000,1664,525,2189,0,74312.50615,0.1354151,,,,,,,,,,
62,Poznan University of Medical Sciences,University of Split,18,"1474,4",17,3030046.45,University of Split,HR,Split,HR035,"43.507775,16.4690500081942",15904,6252,4056,1,26000,2093,1415,3508,N/A,178238.0265,0.424728224,,,,,,,,,,
63,Poznan University of Medical Sciences,UNIVERSITY OF RIJEKA,13,"1211,5",12,1908024.95,University of Rijeka,HR,Rijeka,HR031,"45.28335145,14.537789935157118",14744,5403,3574,1,3000,1562,2058,3620,N/A,159002.0792,0.267452021,,,,,,,,,,
64,Poznan University of Medical Sciences,Technical University Kosice,0,706,13,2964780.5,Technical University Kosice,SK,Kosice,SK042,"48.7250478,20.4102986",13801,6791,2888,1,9999,1480,957,2437,0,228060.0385,0.415579753,,,,,,,,,,
65,Poznan University of Medical Sciences,University of Pavol Jozef Safarik Kosice,7,"707,8",4,1838822.09,University of Pavol Jozef Safarik Kosice,SK,Kosice,SK042,"48.7200293,21.2573061",12454,4274,2361,1,7000,2183,1083,3266,0,459705.5225,0.257751705,,,,,,,,,,
1,University of Zagreb,UNIVERSITY OF CYPRUS,62,"2425,3",123,58094901.65,UNIVERSITY OF CYPRUS,CY,Nicosia,CY000,"35.1739302,33.364726",16954,6697,4392,0,6875,1931,1902,3833,1,472316.2736,8.143289151,,,,,,,,,,
2,University of Zagreb,University of Tartu,215,"2549,1",135,52444253.64,University of Tartu,EE,Tartu,EE008,"58.3807628,26.7194208",34713,12022,7351,0,14000,2823,3227,6050,1,388475.9529,7.351225488,,,,,,,,,,
3,University of Zagreb,University of Ljubljana,1752,"667,5",163,48273117.5,University of Ljubljana,SI,Ljubljana,SI041,"46.048973,14.5039794308021",70248,22010,14037,1,37615,10707,11649,22356,0,296154.0951,6.766548232,,,,,,,,,,
4,University of Zagreb,Masaryk University Brno,271,"1089,9",89,42184054.1,Masaryk University Brno,CZ,Brno,CZ064,"49.1992954,16.5972215",44285,17393,10062,1,32271,8732,5926,14658,N/A,473978.136,5.913030926,,,,,,,,,,
5,University of Zagreb,Charles University Prague,3,"1287,2",88,33702351.18,Charles University Prague,CZ,Praha 1,CZ010,"50.08647615,14.4246222336325",121755,40566,23309,1,49787,7433,8648,16081,N/A,382981.2634,4.724132117,,,,,,,,,,
6,University of Zagreb,Czech Technical University Prague,627,"1293,6",81,32924004.68,Czech Technical University Prague,CZ,Praha,CZ010,"50.102175,14.3884697",36536,15092,6821,1,16217,2155,4021,6176,1,406469.1936,4.61502959,,,,,,,,,,
7,University of Zagreb,Tallinn University of Technology,36,"2606,8",69,30065589.57,Tallinn University of Technology,EE,Tallinn,EE001,"59.3948992,24.6717935",15190,6001,3388,1,8739,1920,2980,4900,0,435733.1822,4.214359306,,,,,,,,,,
8,University of Zagreb,University of Warsaw,131,"1649,8",96,28918622.74,University of Warsaw,PL,WARSZAWA,PL911,"52.23961125,21.0173473017396",62301,19132,11114,1,42700,9547,6464,16011,1,301235.6535,4.053586462,,,,,,,,,,
9,University of Zagreb,Brno University of Technology,42,"1091,8",60,27386453.32,Brno University of Technology,CZ,Brno Stred,CZ064,"49.1992954,16.5972215",24584,10565,4981,1,17975,4786,3799,8585,0,456440.8887,3.83881893,,,,,,,,,,
10,University of Zagreb,National University of Science & Technology POLITEHNICA Bucharest,75,957,47,21262969.32,National University of Science & Technology POLITEHNICA Bucharest,RO,Bucharest,RO321,"44.4420231,26.0522546",38862,16158,5465,0,25469,1721,1644,3365,0,452403.6026,2.980476814,,,,,,,,,,
11,University of Zagreb,Central European University,0,"949,7",46,20575367.03,Central European University,HU,Budapest,HU110,"47.546344,18.9501556",5031,2653,515,0,1479,409,469,878,N/A,447290.5876,2.884094101,,,,,,,,,,
12,University of Zagreb,Budapest University of Technology & Economics,29,"947,2",62,19329058.92,Budapest University of Technology & Economics,HU,Budapest,HU110,"47.4813705,19.0556393",33370,9633,5349,0,20152,2801,3879,6680,0,311759.0148,2.709396373,,,,,,,,,,
13,University of Zagreb,Cyprus University of Technology,16,"2502,4",54,19267425.71,Cyprus University of Technology,CY,Lemesos,CY000,"34.79489125,32.985589384508",5349,1745,1745,0,3280,639,572,1211,0,356804.1798,2.700757111,,,,,,,,,,
14,University of Zagreb,Sofia University,3,"675,9",34,19079908.91,Sofia University,BG,Sofia,BG411,"42.6978634,23.3221789",35,24,6,1,22490,1321,718,2039,0,561173.7915,2.674472472,,,,,,,,,,
15,University of Zagreb,AGH University of Krakow,204,"1413,8",54,16553204.24,AGH University of Krakow,PL,Krakow,PL213,"50.0600082,19.924412",41427,16361,8756,1,20240,1950,2886,4836,0,306540.8193,2.320298764,,,,,,,,,,
16,University of Zagreb,University of Latvia,104,"2308,7",41,9299962.74,University of Latvia,LV,RIGA,LV006,"56.9493977,24.1051846",19782,7466,3496,1,15250,1824,3211,5035,0,226828.3595,1.303596074,,,,,,,,,,
17,University of Zagreb,Warsaw University of Technology,719,"1623,3",52,13923689.97,Warsaw University of Technology,PL,WARSZAWA,PL911,"52.22165395,21.0073577612511",43300,15433,7129,1,25021,2216,2715,4931,0,267763.2687,1.95171401,,,,,,,,,,
18,University of Zagreb,Alexander Dubcek University Trencin,2,1134,2,12689962.5,Alexander Dubcek University Trencin,SK,Trencin,SK022,"48.8986312,18.0474701",1813,824,486,1,2999,525,323,848,N/A,6344981.25,1.778779738,,,,,,,,,,
19,University of Zagreb,Jagiellonian University,3,1415,52,11901816.01,Jagiellonian University,PL,Krakow,PL213,"50.0609779,19.9328423",77297,25822,15766,1,33549,6043,6706,12749,1,228881.0771,1.668303525,,,,,,,,,,
20,University of Zagreb,Eötvös Loránd University,3,"949,7",28,11078888.54,Eötvös Loránd University,HU,Budapest,HU110,"47.490360949999996,19.058302460603027",28687,10656,7417,0,28542,4956,5719,10675,0,395674.5907,1.552951985,,,,,,,,,,
21,University of Zagreb,Kaunas University of Technology,16,"2051,1",44,10065665.09,Kaunas University of Technology,LT,Kaunas,LT022,"54.89877845,23.9126328823828",13691,4436,2525,1,16400,3463,2092,5555,0,228765.1157,1.410926243,,,,,,,,,,
22,University of Zagreb,Technical University of Ostrava,35,"1244,8",26,9844313.6,Technical University of Ostrava,CZ,Ostrava Poruba,CZ080,"49.8336617,18.1636336",18131,8543,3774,1,23558,1799,3203,5002,0,378627.4462,1.379898922,,,,,,,,,,
23,University of Zagreb,Polytechnic Zagreb,43,"603,5",31,9400475.63,Polytechnic Zagreb,HR,Zagreb,HR050,"45.8010282,15.9708835",132,48,1,1,4300,,,,N/A,303241.1494,1.317685185,,,,,,,,,,
24,University of Zagreb,Comenius University Bratislava,3,"1006,8",23,8495864.6,Comenius University Bratislava,SK,Bratislava,SK010,"48.1410559,17.1151675874717",34517,12980,7133,1,22817,5147,3815,8962,0,369385.4174,1.190883882,,,,,,,,,,
25,University of Zagreb,Slovak University of Technology Bratislava,32,"1007,8",37,8072537.81,Slovak University of Technology Bratislava,SK,Bratislava,SK010,"48.1548901,17.1178281260007",23792,7705,2929,1,14500,1942,1445,3387,0,218176.6976,1.131545242,,,,,,,,,,
26,University of Zagreb,Vilnius University,3,"2150,7",36,8047928.93,Vilnius University,LT,Vilnius,LT011,"54.682708,25.2866715",28583,9744,6204,1,23517,6940,4372,11312,1,223553.5814,1.128095762,,,,,,,,,,
27,University of Zagreb,Gdańsk University of Technology,4,"1855,1",20,7997194.85,Gdańsk University of Technology,PL,GDANSK,PL633,"54.3482259,18.6542888",22906,8024,5202,1,14816,2978,2314,5292,0,399859.7425,1.120984255,,,,,,,,,,
28,University of Zagreb,"University of Chemistry & Technology, Prague",15,"1293,2",25,7476542.92,"University of Chemistry & Technology, Prague",CZ,Praha,CZ010,"50.103351,14.3898299",19911,5675,3184,1,3606,632,1405,2037,0,299061.7168,1.048003338,,,,,,,,,,
29,University of Zagreb,University of Maribor,477,"708,2",32,6926672.29,University of Maribor,SI,Maribor,SI032,"46.55919145,15.6432871599097",20787,6941,6941,1,13988,2935,5453,8388,0,216458.5091,0.970926772,,,,,,,,,,
30,University of Zagreb,Technical University of Cluj-Napoca,12,"1062,6",27,6678885.07,Technical University of Cluj-Napoca,RO,Cluj Napoca,RO113,"46.7692926,23.5856779",14422,2589,6119,0,18649,1314,927,2241,0,247366.1137,0.936193896,,,,,,,,,,
31,University of Zagreb,Vytautas Magnus University,18,"2043,5",16,2243583.75,Vytautas Magnus University,LT,Kaunas,LT022,"54.899158,23.91506",7931,2999,1769,1,5950,3412,2027,5439,0,140223.9844,0.314488031,,,,,,,,,,
32,University of Zagreb,Riga Technical University,3,"2307,5",30,6280618.51,Riga Technical University,LV,Riga,LV006,"56.9473335,24.1054291800387",10166,4538,2063,1,10745,2464,2579,5043,0,209353.9503,0.880368003,,,,,,,,,,
33,University of Zagreb,Semmelweis University,282,"950,5",26,5575205.96,Semmelweis University,HU,Budapest,HU110,"47.4812616,19.0830671",40126,11036,7439,0,9860,1435,1569,3004,1,214430.9985,0.781488787,,,,,,,,,,
34,University of Zagreb,Poznań University of Technology,18,"1676,1",17,5388254.48,Poznań University of Technology,PL,POZNAN,PL415,"52.39333805,16.9190716369255",18975,7010,3878,1,37013,2921,1406,4327,0,316956.1459,0.75528339,,,,,,,,,,
35,University of Zagreb,Adam Mickiewicz University,60,1673,30,4476852.14,Adam Mickiewicz University,PL,POZNAN,PL415,"52.40816565,16.9156127251945",33276,10413,6212,1,35901,5001,3278,8279,0,149228.4047,0.627530135,,,,,,,,,,
36,University of Zagreb,Vilnius Gediminas Technical University,9,"2158,1",21,1953341.4,Vilnius Gediminas Technical University,LT,Vilnius,LT011,"54.7216492,25.3375902203968",10284,4012,2011,1,8322,3520,2559,6079,0,93016.25714,0.273804127,,,,,,,,,,
37,University of Zagreb,Silesian University of Technology,13,"1322,5",14,4455062.99,Silesian University of Technology,PL,GLIWICE,PL22A,"50.2901018,18.6768134289743",26930,11012,6491,1,18396,1867,1401,3268,0,318218.785,0.624475902,,,,,,,,,,
38,University of Zagreb,Szeged University,155,"721,2",22,4436448.26,Szeged University,HU,Szeged,HU333,"46.25008565,20.1465129427819",37535,9783,6029,0,22693,3388,3226,6614,0,201656.7391,0.621866635,,,,,,,,,,
39,University of Zagreb,Wroclaw University of Science & Technology,17,1489,27,4394292.98,Wroclaw University of Science & Technology,PL,Wroclaw,PL514,"51.1075006,17.0618875",37822,12250,6458,1,27072,3026,2558,5584,0,162751.5919,0.615957637,,,,,,,,,,
40,University of Zagreb,University of Debrecen,262,"1177,8",36,3928536.47,University of Debrecen,HU,Debrecen,HU321,"47.55489855,21.6203548498905",33680,9532,5979,0,29045,2147,2205,4352,0,109126.0131,0.550671531,,,,,,,,,,
41,University of Zagreb,University of Pecs,221,"610,2",11,3240164.06,University of Pecs,HU,Pecs,HU231,"46.07356355,18.2382739260927",22209,6433,4587,0,22000,2608,2049,4657,0,294560.3691,0.454180868,,,,,,,,,,
42,University of Zagreb,University of Gdansk,26,"1861,2",12,3671677.64,University of Gdansk,PL,GDANSK,PL633,"54.3998329,18.5680212",18595,6221,4017,1,28625,2057,1661,3718,0,305973.1367,0.514667068,,,,,,,,,,
43,University of Zagreb,Warsaw University of Life Sciences,48,"1651,3",17,3463222.01,Warsaw University of Life Sciences,PL,Warszawa,PL911,"52.1651683,21.0484023995429",16991,6697,4428,1,15736,1749,1896,3645,0,203718.9418,0.485447387,,,,,,,,,,
44,University of Zagreb,University of Bucharest,51,"960,5",27,3451021.61,University of Bucharest,RO,Bucuresti,RO321,"44.4361414,26.1027202",27889,9183,9183,0,34000,2123,1848,3971,0,127815.6152,0.483737231,,,,,,,,,,
45,University of Zagreb,Medical University of Bialystok,68,"1837,5",1,3139200,Medical University of Bialystok,PL,Bialystok,PL841,"53.132437,23.1659857",11174,4271,2933,1,5494,323,77,400,0,3139200,0.440028515,,,,,,,,,,
46,University of Zagreb,Babes Bolyai University from Cluj,83,"1067,7",16,3429908.06,Babes Bolyai University from Cluj,RO,Cluj Napoca,RO113,"46.7693367,23.5900604",27843,10308,5644,0,48620,5149,3819,8968,N/A,214369.2538,0.480777698,,,,,,,,,,
47,University of Zagreb,Nicolaus Copernicus University,53,1694,14,2737620.35,Nicolaus Copernicus University,PL,Torun,PL613,"53.0185,18.5708014",27894,9038,6324,1,24016,2379,2296,4675,0,195544.3107,0.383738219,,,,,,,,,,
48,University of Zagreb,Lodz University of Technology,12,"1530,9",13,2612464.44,Lodz University of Technology,PL,Lodz,PL711,"51.7687323,19.4569911",24168,7354,3874,1,12642,2657,2526,5183,0,200958.8031,0.366194842,,,,,,,,,,
49,University of Zagreb,TECHNICAL UNIVERSITY OF SOFIA,0,"715,7",16,3323848.36,Technical University Sofia,BG,Sofia,BG411,"42.6977211,23.3225964",6168,2331,1099,1,9202,1788,705,2493,N/A,207740.5225,0.465911079,,,,,,,,,,
50,University of Zagreb,Poznan University of Medical Sciences,119,"1673,3",7,2323038.57,Poznan University of Medical Sciences,PL,Poznan,PL415,"52.4094741,16.918422",19090,7260,5835,1,8000,528,425,953,0,331862.6529,0.325625386,,,,,,,,,,
52,University of Zagreb,University of Warmia & Mazury,5,"1794,9",11,2215533.75,University of Warmia & Mazury,PL,OLSZTYN,PL622,"53.7766839,20.476507",21426,7088,4680,1,38350,4241,5123,9364,0,201412.1591,0.310556201,,,,,,,,,,
53,University of Zagreb,University of Lodz,303,"1530,2",17,2169549.13,University of Łódź,PL,LODZ,PL711,"51.8575538,19.4145321",10129,4147,2720,1,25000,804,1038,1842,0,127620.5371,0.299184572,,,,,,,,,,
54,University of Zagreb,Wroclaw University of Environmental & Life Sciences,27,"1487,4",8,2037715.48,Wroclaw University of Environmental & Life Sciences,PL,Wroclaw,PL514,"51.111086,17.0637697",25895,11422,7570,1,8000,1230,627,1857,0,254714.435,0.281004484,,,,,,,,,,
55,University of Zagreb,Medical University of Warsaw,205,"1620,2",4,1912047.45,Medical University of Warsaw,PL,Warszawa,PL911,"52.2337172,21.0714156104111",11524,5678,3695,1,9764,1323,551,1874,0,478011.8625,0.263674645,,,,,,,,,,
56,University of Zagreb,Iuliu Hatieganu University of Medicine & Pharmacy,71,"1061,7",13,2973457.64,Iuliu Hatieganu University of Medicine & Pharmacy,RO,Cluj-Napoca,RO113,"46.7693367,23.5900604",11524,5678,3695,0,7153,1323,551,1874,0,228727.5108,0.410044943,,,,,,,,,,
57,University of Zagreb,Transylvania University of Brasov,63,1160,7,1577328.75,Transylvania University of Brasov,RO,Brasov,RO122,"45.6453253,25.5887936",10697,4420,3058,0,20885,2031,1623,3654,0,225332.6786,0.217516358,,,,,,,,,,
58,University of Zagreb,Alexandru Ioan Cuza University,22,"1402,4",9,1177769.69,Alexandru Ioan Cuza University,RO,Iasi,RO213,"47.1748687,27.5712428965192",16618,3015,3015,0,40000,5150,1985,7135,0,130863.2989,0.162416474,,,,,,,,,,
59,University of Zagreb,West University of Timisoara,32,"746,6",9,1120190.63,West University of Timisoara,RO,Timisoara,RO424,"45.7476982,21.2283814",7740,3244,1698,0,13805,2344,1630,3974,0,124465.6256,0.154476222,,,,,,,,,,
60,University of Zagreb,"George Emil Palade University of Medicine, Pharmacy, Science, & Technology of Targu Mures",25,"1095,5",2,1030937.5,"George Emil Palade University of Medicine, Pharmacy, Science, & Technology of Targu Mures",RO,Targu Mures,RO125,"46.5549736,24.581610724795418",5919,3143,1309,0,11000,3803,382,4185,0,515468.75,0.142168062,,,,,,,,,,
61,University of Zagreb,University of Craiova,131,731,13,966062.58,University of Craiova,RO,Craiova,RO411,"44.3190159,23.7965614",8205,3246,1653,0,23000,1664,525,2189,0,74312.50615,0.133221698,,,,,,,,,,
62,University of Zagreb,University of Split,3151,"232,6",17,3030046.45,University of Split,HR,Split,HR035,"43.507775,16.4690500081942",15904,6252,4056,1,26000,2093,1415,3508,N/A,178238.0265,0.417848638,,,,,,,,,,
63,University of Zagreb,UNIVERSITY OF RIJEKA,2555,"611,1",12,1908024.95,University of Rijeka,HR,Rijeka,HR031,"45.28335145,14.537789935157118",14744,5403,3574,1,3000,1562,2058,3620,N/A,159002.0792,0.263119936,,,,,,,,,,
64,University of Zagreb,Technical University Kosice,443,"1208,6",13,2964780.5,Technical University Kosice,SK,Kosice,SK042,"48.7250478,20.4102986",13801,6791,2888,1,9999,1480,957,2437,0,228060.0385,0.408848351,,,,,,,,,,
65,University of Zagreb,University of Pavol Jozef Safarik Kosice,490,"1207,5",4,1838822.09,University of Pavol Jozef Safarik Kosice,SK,Kosice,SK042,"48.7200293,21.2573061",12454,4274,2361,1,7000,2183,1083,3266,0,459705.5225,0.253576742,,,,,,,,,,
1,University of Warmia & Mazury,UNIVERSITY OF CYPRUS,2,"3545,6",123,58094901.65,UNIVERSITY OF CYPRUS,CY,Nicosia,CY000,"35.1739302,33.364726",16954,6697,4392,0,6875,1931,1902,3833,1,472316.2736,8.01138726,,,,,,,,,,
2,University of Warmia & Mazury,University of Tartu,12,"738,7",135,52444253.64,University of Tartu,EE,Tartu,EE008,"58.3807628,26.7194208",34713,12022,7351,0,14000,2823,3227,6050,1,388475.9529,7.232153141,,,,,,,,,,
3,University of Warmia & Mazury,University of Ljubljana,19,1216,163,48273117.5,University of Ljubljana,SI,Ljubljana,SI041,"46.048973,14.5039794308021",70248,22010,14037,1,37615,10707,11649,22356,0,296154.0951,6.656946265,,,,,,,,,,
4,University of Warmia & Mazury,Masaryk University Brno,21,"714,6",89,42184054.1,Masaryk University Brno,CZ,Brno,CZ064,"49.1992954,16.5972215",44285,17393,10062,1,32271,8732,5926,14658,N/A,473978.136,5.817253907,,,,,,,,,,
5,University of Warmia & Mazury,Charles University Prague,1,"788,5",88,33702351.18,Charles University Prague,CZ,Praha 1,CZ010,"50.08647615,14.4246222336325",121755,40566,23309,1,49787,7433,8648,16081,N/A,382981.2634,4.647612427,,,,,,,,,,
6,University of Warmia & Mazury,Czech Technical University Prague,1,"793,1",81,32924004.68,Czech Technical University Prague,CZ,Praha,CZ010,"50.102175,14.3884697",36536,15092,6821,1,16217,2155,4021,6176,1,406469.1936,4.540277101,,,,,,,,,,
7,University of Warmia & Mazury,Tallinn University of Technology,3,"796,4",69,30065589.57,Tallinn University of Technology,EE,Tallinn,EE001,"59.3948992,24.6717935",15190,6001,3388,1,8739,1920,2980,4900,0,435733.1822,4.146096721,,,,,,,,,,
8,University of Warmia & Mazury,University of Warsaw,130,"208,7",96,28918622.74,University of Warsaw,PL,WARSZAWA,PL911,"52.23961125,21.0173473017396",62301,19132,11114,1,42700,9547,6464,16011,1,301235.6535,3.987928014,,,,,,,,,,
9,University of Warmia & Mazury,Brno University of Technology,42,"716,5",60,27386453.32,Brno University of Technology,CZ,Brno Stred,CZ064,"49.1992954,16.5972215",24584,10565,4981,1,17975,4786,3799,8585,0,456440.8887,3.776639206,,,,,,,,,,
10,University of Warmia & Mazury,National University of Science & Technology POLITEHNICA Bucharest,4,"1857,2",47,21262969.32,National University of Science & Technology POLITEHNICA Bucharest,RO,Bucharest,RO321,"44.4420231,26.0522546",38862,16158,5465,0,25469,1721,1644,3365,0,452403.6026,2.932200188,,,,,,,,,,
11,University of Warmia & Mazury,Central European University,0,"1034,1",46,20575367.03,Central European University,HU,Budapest,HU110,"47.546344,18.9501556",5031,2653,515,0,1479,409,469,878,N/A,447290.5876,2.837378644,,,,,,,,,,
12,University of Warmia & Mazury,Budapest University of Technology & Economics,3,"1031,6",62,19329058.92,Budapest University of Technology & Economics,HU,Budapest,HU110,"47.4813705,19.0556393",33370,9633,5349,0,20152,2801,3879,6680,0,311759.0148,2.665510604,,,,,,,,,,
13,University of Warmia & Mazury,Cyprus University of Technology,4,"3622,8",54,19267425.71,Cyprus University of Technology,CY,Lemesos,CY000,"34.79489125,32.985589384508",5349,1745,1745,0,3280,639,572,1211,0,356804.1798,2.657011278,,,,,,,,,,
